G,MD,W,AI,S,P,os,Company,Touchscreen,Cpu_brand,Ram,Gpu_brand
1,1,0,1,0,2.768,2,2,0,3,8,2
0,0,0,0,1,0.786,2,12,0,4,4,1
1,1,0,1,1,3.514,2,2,0,2,8,2
1,1,0,1,0,2.918,2,4,0,3,8,2
1,1,0,1,1,1.699,2,4,0,2,8,0
0,0,0,0,1,0.85,2,7,0,4,4,1
1,1,0,1,0,3.834,2,7,0,3,12,2
1,1,0,1,0,1.831,2,10,0,3,8,2
1,1,0,1,0,2.982,2,4,1,3,8,1
0,0,0,0,1,1.568,2,4,0,1,4,1
1,1,0,1,0,2.44,2,7,0,3,8,1
1,1,0,1,1,1.701,0,0,0,2,8,2
1,1,0,0,1,0.744,2,2,0,0,4,0
0,0,0,0,1,1.504,2,7,0,1,4,1
1,0,0,1,1,1.673,2,10,0,2,4,1
1,0,0,1,1,0.985,0,10,0,2,4,1
0,0,0,0,1,0.846,2,7,0,1,4,1
1,1,0,1,0,3.685,2,10,0,3,8,1
0,0,0,0,1,1.063,2,10,0,1,4,1
1,0,0,1,1,2.381,2,4,0,2,8,1
1,1,1,1,0,5.752,2,4,0,3,16,2
0,0,0,0,1,1.16,2,7,0,1,8,1
1,1,0,1,0,2.728,2,7,0,3,8,2
0,0,0,0,1,0.477,0,2,0,4,4,1
0,0,0,0,1,0.543,2,12,0,4,4,1
1,1,0,1,0,2.023,2,10,0,3,6,2
1,1,0,0,1,1.212,2,7,0,0,6,0
1,1,0,0,1,1.317,2,4,0,1,4,0
0,0,0,0,1,0.744,2,0,1,4,4,1
0,0,0,0,1,1.343,2,10,0,1,4,1
0,1,1,0,1,4.188,2,7,1,4,16,1
1,1,0,1,0,6.391,2,10,0,3,8,2
1,1,0,1,1,1.788,2,2,0,2,8,2
1,0,0,1,1,3.408,2,4,1,2,8,1
1,0,0,1,1,2.044,2,4,0,2,4,1
1,0,0,1,1,1.575,2,5,0,2,8,1
0,0,0,0,1,0.733,2,10,0,4,4,1
1,0,0,1,1,2.11,2,10,0,2,4,1
1,1,0,1,1,3.966,2,7,0,2,8,2
0,0,0,0,1,0.829,2,7,0,4,8,1
1,1,0,0,1,1.383,2,7,0,0,6,0
1,0,0,1,1,1.769,2,10,0,2,8,1
1,0,0,1,1,1.46,2,10,0,2,4,1
0,0,0,0,1,0.531,2,12,0,4,4,1
1,1,1,1,0,3.975,2,16,1,3,16,1
1,1,1,1,0,5.675,2,10,0,3,32,2
1,1,1,1,0,5.816,2,11,0,3,16,2
1,1,0,1,0,1.596,0,4,0,3,8,0
0,0,0,0,1,0.829,2,12,0,4,4,1
1,0,0,1,1,2.149,2,4,0,2,8,1
0,0,0,0,1,1.532,2,7,0,1,4,1
1,1,1,1,0,3.276,2,4,0,3,16,2
0,0,0,0,1,0.629,0,4,0,4,4,1
1,1,1,1,0,5.006,2,11,0,3,16,2
1,1,1,1,0,3.193,2,7,0,3,16,2
1,1,0,1,0,3.565,2,10,0,3,12,1
1,1,0,1,0,1.298,2,10,1,3,12,1
1,1,0,1,1,3.772,2,2,0,2,8,2
1,0,0,1,1,1.575,2,2,1,2,8,1
1,1,0,0,1,2.023,2,10,0,0,12,0
0,0,0,0,1,1.285,2,4,1,4,4,1
1,1,1,1,0,3.621,2,15,0,3,16,2
0,0,0,0,1,1.127,0,10,0,1,4,1
0,0,0,0,1,0.978,2,10,0,1,8,1
1,1,0,1,0,4.316,2,10,1,3,8,1
1,0,0,1,1,3.141,2,10,0,2,8,1
1,0,0,1,1,3.559,2,4,1,2,8,1
1,1,0,1,0,3.757,2,4,1,3,8,2
1,1,0,1,0,2.598,2,7,0,3,8,1
0,0,0,0,1,1.425,2,7,0,1,4,1
0,0,0,0,1,0.701,2,0,0,4,4,1
1,1,1,1,0,4.687,2,11,0,3,16,2
1,1,0,0,1,0.991,0,4,0,1,4,0
1,1,1,1,0,4.9,2,11,0,3,16,2
1,1,0,1,0,2.982,2,16,0,3,8,1
1,0,0,1,1,1.202,2,10,0,2,6,1
1,1,0,1,0,2.768,2,10,1,3,8,1
0,0,0,0,1,0.744,2,0,0,4,4,1
1,1,1,1,0,10.441,2,10,0,4,32,2
1,1,1,1,0,1.873,2,4,0,3,16,2
0,0,0,0,1,0.946,0,4,0,1,4,1
0,0,0,0,1,0.765,0,4,0,1,4,1
1,0,0,1,1,1.852,0,4,0,2,4,1
1,1,0,1,0,2.489,2,2,0,3,8,2
1,1,0,1,1,1.213,0,4,0,2,4,0
1,1,0,1,0,2.96,2,7,0,3,8,1
1,1,1,1,0,4.833,2,11,0,3,16,2
0,0,0,0,1,0.808,0,0,1,4,4,1
1,0,0,1,1,2.395,2,7,0,2,8,1
1,0,0,1,1,3.122,2,10,0,2,8,1
1,1,0,1,1,1.654,2,4,0,2,4,0
1,0,0,1,1,1.703,2,5,0,2,8,1
1,0,0,1,1,1.986,2,7,0,2,4,1
1,1,0,1,0,1.916,2,10,0,3,8,2
0,0,0,0,1,0.509,2,12,0,4,2,1
1,0,0,1,1,0.997,0,10,0,2,4,1
1,0,0,1,1,1.362,2,2,1,2,6,1
1,1,0,1,0,3.879,2,4,0,3,8,2
1,1,1,1,0,4.049,2,2,0,3,16,1
1,1,1,1,0,3.152,2,4,0,3,16,2
1,0,0,1,1,1.767,2,10,0,2,4,1
1,1,0,0,1,1.234,2,10,0,1,4,2
0,0,0,0,1,0.85,2,2,0,4,8,1
1,1,0,1,1,1.932,2,2,0,2,8,2
1,0,0,1,1,3.983,2,4,1,2,8,1
0,0,0,0,1,0.531,2,10,0,4,2,1
1,1,0,1,0,3.745,2,10,1,3,8,1
1,1,1,1,0,5.113,2,4,1,3,16,2
1,1,0,1,0,2.364,2,10,0,3,8,2
1,1,0,0,1,1.11,2,7,0,0,8,0
1,1,1,1,0,5.221,2,10,0,3,16,1
1,1,0,1,0,2.491,0,2,0,3,8,2
0,0,0,0,1,0.959,2,0,0,1,4,1
0,0,0,0,1,0.584,2,10,0,4,4,1
1,0,0,1,1,1.959,2,0,0,2,8,1
1,1,1,1,0,5.539,2,14,0,3,16,2
1,0,0,1,1,2.585,2,16,0,2,8,1
1,1,0,1,0,3.376,2,10,0,3,8,1
1,1,1,1,0,5.965,2,2,0,3,32,2
1,1,0,1,1,1.511,0,0,0,2,8,2
1,0,0,1,1,3.09,2,4,0,2,8,1
1,1,0,1,0,2.54,2,11,0,3,8,2
0,0,0,0,1,0.778,0,7,0,1,4,1
1,0,0,1,1,2.268,2,16,0,2,8,1
1,1,0,1,0,1.959,2,4,0,3,8,0
1,1,1,1,0,2.419,2,4,0,3,16,0
1,1,0,1,0,2.549,2,10,0,3,8,2
1,1,1,1,0,6.708,2,4,0,3,32,2
1,0,0,1,1,2.619,2,4,0,2,8,1
0,0,0,0,1,0.893,2,10,0,4,4,1
1,0,0,1,1,1.14,2,10,0,2,4,1
1,1,0,0,1,1.149,2,7,0,1,6,0
1,1,0,1,0,3.169,2,11,0,3,8,2
0,0,0,0,1,1.061,2,16,0,1,4,1
1,0,0,1,1,2.035,2,4,0,2,8,1
1,1,0,1,0,1.588,2,7,0,3,8,0
1,0,0,1,1,2.681,2,16,0,2,8,1
0,0,0,0,1,0.878,0,0,0,1,4,1
1,1,0,1,0,3.981,2,13,1,3,8,1
1,1,0,1,1,1.743,2,10,0,2,8,0
1,0,0,1,1,2.204,2,10,1,2,8,1
1,1,0,0,1,0.744,2,10,0,0,4,0
1,1,0,0,1,1.49,2,7,1,1,4,2
1,1,1,1,0,2.758,2,11,0,3,16,2
1,0,0,1,1,2.419,2,2,0,2,8,1
0,0,0,0,1,1.055,0,7,1,4,8,1
1,1,0,1,0,4.9,2,9,0,3,8,1
1,1,1,1,1,2.768,2,0,0,2,16,2
1,1,0,1,1,2.127,2,11,0,2,8,2
0,0,0,0,1,0.893,2,2,0,4,4,1
1,1,1,1,1,4.371,2,4,0,2,16,2
1,1,0,0,1,1.49,2,7,0,1,4,0
1,1,0,1,0,3.195,2,10,1,3,8,1
1,1,1,1,0,5.997,2,4,0,3,16,2
1,1,0,1,1,1.306,2,7,0,2,4,0
1,1,0,0,1,1.163,2,4,0,1,4,0
1,1,0,0,1,1.213,2,7,0,0,6,0
0,0,0,0,1,0.678,2,10,0,4,4,1
0,0,0,0,1,0.799,0,0,0,4,4,1
1,0,0,1,1,1.49,2,10,0,2,4,1
1,1,0,1,0,4.066,2,7,0,3,8,2
1,1,0,1,0,5.52,2,10,1,3,8,1
1,0,0,1,1,2.074,2,16,0,2,8,1
0,0,0,0,1,0.573,2,0,0,4,4,1
1,1,1,1,0,3.727,2,10,1,3,16,1
0,0,0,0,1,1.426,0,2,1,4,4,1
1,1,1,1,0,4.0,2,16,1,3,16,1
1,1,0,1,0,1.468,2,7,0,3,4,0
1,1,0,1,1,1.745,2,4,0,2,8,2
1,1,0,0,1,0.85,2,10,0,0,4,0
1,1,0,0,1,0.914,2,10,0,0,8,0
1,0,0,1,1,1.324,2,10,0,2,4,1
0,0,0,0,1,0.959,0,10,0,1,4,1
1,0,0,1,1,1.694,2,4,0,2,8,1
1,0,0,1,1,2.129,2,0,1,2,8,1
1,1,1,1,0,3.953,2,10,0,3,16,2
1,0,0,1,1,2.538,2,10,0,2,8,1
1,1,0,0,1,1.396,2,7,0,0,6,0
1,1,0,1,0,2.662,2,10,0,3,8,2
1,1,0,1,1,2.321,0,4,0,2,8,2
1,0,0,1,1,1.547,0,4,0,2,8,1
0,0,0,0,1,0.635,2,2,0,4,4,1
1,1,1,1,1,3.04,2,4,0,2,16,1
1,1,0,1,1,1.827,2,10,0,2,8,2
1,0,0,1,1,2.513,2,4,0,2,8,1
1,1,0,0,1,0.635,2,10,0,0,4,0
0,0,0,0,1,0.565,2,12,0,4,4,1
1,1,0,1,0,2.557,2,7,0,3,8,2
1,1,0,1,0,3.595,2,10,0,3,8,1
1,0,0,1,1,1.783,2,7,1,2,8,1
1,0,0,1,1,3.195,2,10,0,2,8,1
1,1,1,1,0,7.799,2,4,0,3,32,2
1,1,0,1,0,2.874,2,11,0,3,8,2
1,0,0,1,1,1.044,0,10,0,2,4,1
1,1,0,1,1,1.532,2,4,0,2,8,0
0,0,0,0,1,1.383,2,4,1,1,4,1
1,1,0,1,1,1.256,0,4,0,2,8,0
1,1,0,0,1,1.042,2,7,0,0,4,0
1,1,1,1,0,4.124,2,0,0,3,16,2
1,0,0,1,1,1.383,2,4,0,2,12,1
1,1,0,0,1,1.385,2,7,0,0,6,0
1,0,0,1,1,1.191,2,0,0,2,4,1
1,0,0,1,1,2.046,2,10,0,2,8,1
1,1,0,1,0,1.66,2,10,0,3,4,1
1,1,1,1,0,5.155,2,7,0,3,16,2
1,0,0,1,1,1.404,2,4,1,2,8,1
1,1,1,1,0,4.464,2,11,0,3,16,2
0,0,0,0,1,0.875,2,0,0,1,4,1
1,1,0,1,0,2.572,2,4,0,3,8,2
0,0,0,0,1,1.417,2,4,0,1,8,1
1,0,0,1,1,3.271,2,16,1,2,8,1
1,0,0,1,1,2.129,2,10,1,2,8,1
1,1,1,1,0,7.031,2,10,0,3,16,2
0,0,0,0,1,0.703,0,0,0,4,2,1
1,1,1,1,0,3.514,2,15,0,3,16,1
0,0,0,0,1,1.149,2,7,0,1,8,1
1,0,0,1,1,2.401,2,4,0,2,8,1
1,1,1,0,1,9.354,2,7,0,4,16,2
0,0,0,0,1,1.012,2,10,1,4,4,1
1,0,0,1,1,4.049,2,7,0,2,8,1
1,1,0,1,1,1.234,0,2,0,2,4,2
1,0,0,1,1,2.336,2,10,0,2,4,1
1,1,0,1,0,1.811,2,2,0,3,4,1
1,0,0,1,1,2.555,2,10,1,2,8,1
1,1,0,1,1,2.342,2,7,0,2,8,2
1,1,0,1,0,3.327,2,7,0,3,8,2
1,1,1,1,0,6.114,2,4,0,3,16,2
1,0,0,1,1,1.277,2,0,0,2,4,1
1,1,0,1,0,2.233,2,10,0,3,8,2
1,1,1,1,0,3.962,2,4,0,3,16,1
1,0,0,1,1,3.323,0,6,1,2,8,1
1,0,0,1,1,2.406,2,2,0,2,8,1
0,0,0,0,1,1.809,2,4,0,1,4,1
1,0,0,1,1,1.396,2,0,0,2,4,1
1,1,0,0,1,1.002,2,2,0,4,4,2
1,1,1,1,0,2.342,2,4,1,3,16,2
1,1,0,1,0,3.408,2,15,1,3,8,1
0,0,0,0,1,0.635,0,0,0,4,4,1
1,1,1,1,0,2.518,2,4,0,3,16,0
1,1,1,1,0,3.834,2,15,1,3,16,0
1,0,0,1,1,2.174,2,16,0,2,4,1
1,1,0,1,0,2.342,2,4,0,3,8,2
1,0,0,1,1,2.651,2,7,0,2,4,1
1,1,0,1,0,1.788,2,2,1,3,12,2
1,1,1,1,0,5.051,2,10,0,3,16,2
0,0,0,0,1,1.355,2,0,0,1,4,1
1,1,1,1,0,6.178,2,14,0,3,16,2
0,0,0,0,1,1.24,2,2,0,4,8,1
1,1,1,1,0,7.648,2,4,0,3,32,2
1,1,1,1,0,5.008,2,2,0,3,16,2
1,1,1,1,0,3.759,2,16,0,3,16,2
0,0,0,0,1,0.701,0,10,0,4,8,1
1,1,1,1,0,4.9,2,10,0,3,16,1
1,1,1,1,0,4.03,2,11,0,3,16,2
1,1,0,1,1,2.321,2,11,0,2,8,2
1,1,0,1,0,2.129,2,10,0,3,4,2
1,1,1,1,0,4.9,2,0,0,3,16,2
1,1,0,1,1,2.099,2,4,0,2,8,2
1,1,0,1,0,2.854,2,2,0,3,8,2
0,0,0,0,1,0.432,2,17,0,4,4,1
1,1,0,1,0,4.198,2,10,1,3,8,1
1,1,0,1,1,2.044,2,10,1,2,8,0
0,0,0,0,1,2.483,1,1,0,4,8,1
1,0,0,1,1,4.966,2,10,1,2,8,1
0,0,0,0,1,0.637,2,2,0,4,4,1
1,0,0,1,1,1.726,2,4,0,2,8,1
1,1,0,1,0,2.875,2,10,1,3,8,1
1,1,0,0,1,1.575,2,4,0,1,8,0
1,1,0,1,0,4.401,2,7,0,3,8,2
1,0,0,1,1,2.342,2,2,0,2,8,1
1,0,0,1,1,3.195,2,4,0,2,8,1
1,1,0,1,1,3.727,2,4,1,2,8,2
0,0,0,0,1,1.586,2,4,0,4,4,1
1,0,0,1,1,2.96,2,7,0,2,8,1
1,0,0,1,1,1.662,2,16,0,2,4,1
1,1,0,0,1,1.341,2,7,0,0,8,0
1,1,1,1,0,3.578,2,4,0,3,16,2
1,1,0,1,1,1.298,2,10,0,2,4,2
1,1,0,1,0,3.727,2,7,0,3,12,0
1,1,1,1,0,5.147,2,11,0,3,16,2
1,0,0,1,1,3.195,2,15,0,2,8,1
1,1,0,1,0,2.048,2,4,0,3,8,2
1,1,0,1,1,1.683,2,4,0,2,8,0
1,1,0,1,0,3.962,2,10,0,3,8,1
1,1,1,1,0,3.834,2,14,1,3,16,1
0,0,0,0,1,0.821,0,7,0,4,4,1
1,1,1,1,0,5.339,2,4,0,3,16,2
1,0,0,1,1,1.609,2,4,0,2,4,1
0,0,0,0,1,1.044,2,10,0,1,4,1
1,0,0,1,1,2.323,2,16,0,2,4,1
1,1,0,1,0,5.326,2,10,0,3,8,1
1,1,0,1,1,2.555,2,11,0,2,8,2
1,0,0,1,1,3.996,2,10,0,2,8,1
0,0,0,0,1,1.063,2,16,0,4,4,1
1,0,0,1,1,2.894,2,2,1,2,8,1
0,0,0,0,1,1.247,2,4,0,1,4,1
0,0,0,0,1,0.757,0,0,0,4,4,1
0,0,0,0,1,1.319,2,0,0,1,8,1
1,1,1,1,0,11.719,2,14,1,3,32,2
1,1,1,1,0,4.473,2,10,0,3,16,1
1,1,0,1,1,1.106,0,2,0,2,4,2
1,0,0,1,1,2.528,2,10,0,2,8,1
1,0,0,1,1,3.516,2,10,0,2,8,1
1,1,1,1,0,5.913,2,4,0,3,16,2
1,1,1,1,0,5.155,2,2,0,3,16,2
0,0,0,0,1,1.426,2,16,0,1,4,1
0,0,0,0,1,0.693,0,10,0,4,4,1
1,0,0,1,1,1.257,2,2,0,2,8,1
1,1,1,1,0,3.834,2,2,0,3,16,2
1,1,1,1,0,6.549,2,4,0,3,32,2
1,1,0,1,1,1.939,2,7,0,2,8,2
1,0,0,1,1,1.522,2,4,0,2,8,1
1,1,0,1,0,3.985,2,7,0,3,8,1
1,1,0,1,0,1.575,2,4,0,3,4,0
0,0,0,0,1,1.311,0,7,1,4,4,1
1,1,0,1,1,2.187,2,2,0,2,8,2
1,0,0,1,1,4.853,2,7,1,2,8,1
1,1,0,1,0,3.129,2,7,0,3,8,1
0,0,0,0,1,0.637,0,7,0,4,4,1
1,1,1,1,0,4.047,2,2,0,3,16,2
1,1,0,1,0,1.843,0,4,0,3,8,0
1,1,0,1,0,4.056,2,10,0,3,8,2
1,1,0,1,0,1.677,2,2,0,3,8,2
1,0,0,1,1,2.014,2,4,0,2,8,1
0,0,0,0,1,0.957,2,2,0,4,4,1
1,1,0,1,0,5.454,2,7,1,3,8,1
1,0,0,1,1,1.383,2,4,1,2,8,1
0,0,0,0,1,1.0,0,10,0,1,4,1
1,0,0,1,1,1.813,2,10,0,2,8,1
1,1,0,1,1,2.875,2,7,0,2,8,0
1,0,0,1,1,2.739,2,16,0,2,4,1
1,1,0,1,1,2.167,0,10,0,2,8,2
1,1,1,1,0,4.774,2,4,1,3,16,1
1,0,0,1,1,1.939,2,7,0,2,4,1
1,0,0,1,1,2.334,2,16,0,2,8,1
1,1,0,1,0,4.156,2,10,1,3,8,1
1,0,0,1,1,1.922,2,0,0,2,8,1
1,1,0,1,0,3.789,2,4,0,3,8,2
1,0,0,1,1,2.248,2,10,0,2,4,1
1,1,0,0,1,1.021,0,10,0,1,4,0
1,1,0,1,0,2.958,2,16,0,3,8,1
0,0,0,0,1,1.566,2,10,0,1,4,1
1,1,1,1,0,3.941,2,15,0,3,16,2
1,1,0,1,0,3.602,2,4,0,3,8,1
0,0,0,0,1,0.85,0,2,0,4,4,1
1,1,0,1,1,1.993,2,18,0,2,8,2
1,1,0,1,1,1.945,2,4,0,2,4,2
1,0,0,1,1,1.788,2,7,0,2,4,1
1,0,0,1,1,3.623,2,7,1,2,4,1
1,0,0,1,1,1.459,2,7,1,2,4,1
0,0,0,0,1,0.742,2,2,0,4,4,1
1,1,0,1,0,1.426,2,10,0,3,8,2
0,0,0,0,1,0.786,2,4,0,4,4,1
1,0,0,1,1,3.834,2,7,1,2,4,1
1,1,0,0,1,0.971,0,4,0,1,4,0
1,1,0,1,1,2.92,2,2,0,2,12,2
0,0,0,0,1,0.633,0,0,0,4,4,1
1,1,0,0,1,0.808,2,10,0,0,4,0
1,0,0,1,1,2.696,2,7,0,2,4,1
1,1,1,1,0,2.982,2,7,1,3,16,1
1,1,0,1,0,3.621,2,15,0,3,8,1
1,0,0,1,1,3.834,2,10,0,2,8,1
1,1,1,1,0,5.646,2,11,0,3,16,2
1,0,0,1,1,3.144,2,16,0,2,8,1
1,1,0,1,0,1.98,0,4,0,3,8,2
1,1,0,1,0,1.918,2,7,0,3,8,2
1,1,0,0,1,1.309,2,4,0,1,4,0
1,0,0,1,1,1.993,2,4,0,2,8,1
1,1,0,1,0,4.29,2,4,1,3,8,1
1,1,1,1,0,2.726,2,2,0,3,32,2
1,1,1,1,0,3.514,2,4,1,3,16,1
1,1,0,1,0,4.367,2,10,0,3,8,1
1,0,0,1,1,4.184,2,10,0,2,8,1
1,1,1,1,0,4.473,2,9,1,3,16,1
1,1,0,1,0,3.161,2,7,0,3,8,1
0,0,0,0,1,0.765,0,0,0,4,4,1
1,1,0,1,1,1.682,2,10,0,2,8,2
1,1,0,1,0,4.047,2,9,1,3,8,1
1,0,0,1,1,2.568,2,4,0,2,8,1
0,0,0,0,1,6.607,2,7,1,4,8,1
1,1,0,1,0,1.682,2,10,0,3,6,2
1,1,0,1,0,2.172,2,7,0,3,8,2
0,0,0,0,1,1.063,2,0,0,1,4,1
1,0,0,1,1,1.878,2,10,0,2,4,1
1,0,0,1,1,2.046,2,7,0,2,8,1
1,1,1,1,0,3.408,2,11,0,3,16,2
1,1,1,1,0,2.875,2,4,0,3,16,2
1,1,0,1,1,2.387,2,11,0,2,8,2
1,1,0,1,1,1.46,2,4,0,2,4,0
1,1,0,1,0,2.764,2,7,0,3,8,0
1,1,0,1,0,2.449,2,7,1,3,8,1
1,1,1,1,0,4.209,2,16,0,3,16,2
1,0,0,1,1,3.889,2,10,1,2,8,1
1,0,0,1,1,1.556,2,4,0,2,4,1
1,1,0,1,0,3.516,2,10,0,3,8,1
1,0,0,1,1,2.483,2,7,0,2,8,1
1,0,0,1,1,1.509,2,4,0,2,4,1
1,0,0,1,1,2.449,2,7,0,2,4,1
0,0,0,0,1,0.659,2,10,0,4,4,1
1,0,0,1,1,3.365,2,7,0,2,4,1
0,0,0,0,1,0.616,0,7,0,4,4,1
1,1,1,1,0,3.834,2,10,1,3,16,1
1,0,0,1,1,2.355,2,16,0,2,4,1
1,0,0,1,1,3.557,2,7,0,2,8,1
0,0,0,0,1,1.19,2,4,0,1,4,1
1,1,0,1,0,2.555,2,11,0,3,8,2
1,0,0,1,1,3.493,2,4,0,2,8,1
1,1,1,1,0,5.878,2,4,0,3,16,2
1,1,0,1,1,2.982,2,7,0,2,8,2
1,1,0,0,1,1.13,2,2,0,4,4,2
1,0,0,1,1,1.319,2,0,0,2,4,1
1,0,0,1,1,2.385,2,16,0,2,8,1
0,0,0,0,1,2.768,2,10,1,4,8,1
1,1,1,0,1,2.129,2,10,0,0,16,0
1,0,0,1,1,3.138,2,4,1,2,8,1
1,1,0,1,0,1.46,0,10,0,3,8,2
1,1,0,0,1,1.404,2,4,0,1,4,0
0,0,0,0,1,0.744,0,0,0,4,4,1
1,1,0,1,0,4.793,2,7,0,3,8,2
1,1,0,1,0,3.783,2,4,0,3,8,1
1,0,0,1,1,3.112,2,16,0,2,8,1
0,0,0,0,1,2.47,0,2,0,4,8,1
1,1,0,1,0,3.173,2,10,0,3,8,1
1,1,1,1,0,6.722,2,4,0,3,16,2
1,0,0,1,1,4.047,2,4,1,2,8,1
0,0,0,0,1,1.652,2,7,1,4,4,1
1,1,0,1,0,2.702,2,4,0,3,8,1
0,0,0,0,1,0.829,0,0,1,4,4,1
1,0,0,1,1,3.271,2,16,0,2,8,1
1,0,0,1,1,3.751,2,10,0,2,8,1
1,1,0,1,1,2.15,2,0,0,2,12,2
1,1,0,1,0,3.815,2,16,1,3,8,1
1,1,0,1,1,1.804,2,7,0,2,8,2
1,1,0,0,1,0.992,0,4,0,1,4,0
1,0,0,1,1,1.758,2,4,0,2,4,1
0,0,0,0,1,1.46,2,7,0,1,4,1
1,1,1,1,0,6.711,2,4,0,3,32,2
1,1,0,1,1,1.481,2,10,0,2,6,2
1,1,1,1,0,4.047,2,4,1,3,16,1
1,1,0,1,0,4.184,2,4,1,3,8,1
1,1,1,1,0,5.967,2,4,0,3,32,2
1,0,0,1,1,2.515,2,16,0,2,8,1
1,1,1,1,0,4.369,2,2,0,3,16,2
1,1,0,1,1,2.086,2,7,0,2,8,2
1,0,0,1,1,2.135,2,10,0,2,4,1
1,1,1,1,0,3.834,2,2,1,3,16,2
1,1,0,1,0,1.234,2,7,0,3,6,1
1,1,1,1,0,3.727,2,2,0,3,16,2
1,1,0,1,0,2.768,2,4,1,3,12,1
1,0,0,1,1,2.547,2,16,0,2,4,1
1,1,0,0,1,1.17,2,10,0,0,6,0
1,0,0,1,1,1.383,2,5,0,2,4,1
1,0,0,1,1,1.95,2,16,0,2,4,1
1,1,0,1,1,1.277,2,4,0,2,4,0
1,0,0,1,1,1.718,2,7,0,2,8,1
1,1,0,1,0,2.534,2,10,0,3,8,2
1,1,0,1,0,1.596,2,4,0,3,8,0
1,0,0,1,1,2.385,2,4,0,2,8,1
0,0,0,0,1,4.066,2,7,0,4,8,1
1,1,0,0,1,1.063,2,7,0,1,4,0
0,0,0,0,1,0.577,0,10,0,4,4,1
1,0,0,1,1,2.875,2,10,0,2,8,1
1,0,0,1,1,1.895,2,4,1,2,8,1
1,0,0,1,1,2.451,2,2,0,2,8,1
1,1,0,1,0,2.875,2,7,1,3,8,1
0,0,0,0,1,0.81,2,0,0,4,4,1
1,1,1,1,0,3.834,2,2,0,3,16,2
1,1,0,1,0,4.452,2,7,0,3,8,1
1,1,0,1,0,2.685,2,0,0,3,8,2
1,0,0,1,1,2.534,2,7,0,2,8,1
0,0,0,0,1,1.166,2,4,0,1,4,1
1,0,0,1,1,1.66,2,7,0,2,4,1
1,0,0,1,1,2.547,2,16,0,2,4,1
1,0,0,1,1,2.344,2,7,0,2,4,1
1,0,0,1,1,2.568,2,7,0,2,4,1
1,1,0,1,0,3.088,2,7,0,3,8,1
1,1,0,1,1,2.236,2,7,0,2,8,2
0,0,0,0,1,1.458,2,7,0,1,4,1
1,1,0,1,1,2.023,2,4,0,2,8,2
1,0,0,1,1,3.28,2,7,0,2,4,1
1,0,0,1,1,3.389,2,7,0,2,4,1
1,1,0,1,0,4.022,2,7,0,3,8,1
0,0,0,0,1,1.705,2,7,0,1,4,1
1,0,0,1,1,2.579,2,16,0,2,8,1
0,0,0,0,1,1.641,2,7,0,1,4,1
1,1,1,1,0,6.325,2,10,0,3,16,2
1,0,0,1,1,3.175,2,16,0,2,8,1
1,1,0,1,0,4.75,2,7,0,3,8,1
0,0,0,0,1,1.696,2,4,1,1,4,1
1,0,0,1,1,3.389,2,16,0,2,8,1
1,0,0,1,1,2.449,2,7,0,2,8,1
1,1,0,1,0,2.526,2,7,0,3,8,2
1,0,0,1,1,2.23,2,4,0,2,8,1
1,0,0,1,1,3.323,2,7,0,2,4,1
1,0,0,1,1,2.534,2,7,0,2,4,1
1,0,0,1,1,2.259,2,7,0,2,4,1
1,0,0,1,1,3.461,2,4,1,2,8,1
1,1,0,1,1,2.302,2,7,0,2,8,2
1,0,0,1,1,2.074,2,7,0,2,4,1
1,1,0,0,1,0.872,2,0,0,0,6,0
1,1,0,1,0,2.54,2,11,0,3,8,2
1,0,0,1,1,2.547,2,7,0,2,8,1
1,1,0,1,0,2.619,2,7,0,3,8,1
1,1,0,1,0,2.875,2,7,0,3,8,1
1,0,0,1,1,1.581,2,7,0,2,4,1
1,1,0,1,0,3.676,2,16,0,3,8,1
1,0,0,1,1,2.265,2,4,0,2,8,1
1,0,0,1,1,2.154,2,7,0,2,8,1
1,1,0,1,0,1.805,2,10,1,3,4,1
0,0,0,0,1,0.449,2,17,0,4,2,1
1,1,1,1,0,3.037,2,16,0,3,16,2
1,0,0,1,1,2.237,2,10,0,2,8,1
1,0,0,1,1,2.131,2,7,0,2,4,1
1,0,0,1,1,4.483,2,7,0,2,8,1
1,0,0,1,1,3.131,2,7,0,2,8,1
1,1,1,1,0,3.294,2,11,0,3,16,2
1,1,1,1,0,4.88,2,10,0,3,16,2
0,0,0,0,1,0.614,0,2,0,4,4,1
1,1,1,1,0,5.584,2,10,0,3,16,1
1,1,0,1,0,2.086,2,7,0,3,8,2
1,0,0,1,1,2.332,2,4,1,2,8,1
1,0,0,1,1,2.086,2,7,0,2,4,1
1,1,1,1,0,4.804,2,4,1,3,16,1
0,0,0,0,1,1.503,2,7,0,1,4,1
1,0,0,1,1,1.063,0,7,0,2,4,1
1,1,0,0,1,0.957,2,0,0,0,8,0
1,1,0,1,0,2.768,2,4,1,3,12,1
1,1,1,1,0,3.877,2,11,0,3,16,2
1,1,0,1,0,2.28,2,7,0,3,8,1
1,1,1,1,0,2.127,0,2,0,3,16,2
1,0,0,1,1,1.191,2,4,0,2,4,1
1,1,1,1,0,2.11,2,4,0,3,16,0
1,1,1,1,0,4.111,2,11,0,3,16,2
1,1,0,1,0,3.107,2,4,0,3,8,1
1,1,0,1,0,1.701,2,4,1,3,8,1
1,1,1,1,0,2.832,2,4,0,3,16,2
